source_serial_no,gasoline_pct,ethanol_pct,pentanol_pct,propanol_pct,butanol_pct,n_methylaniline_pct,torque_nm,speed_rpm,compression_ratio,cv_mj_kg,air_fuel_ratio,viscosity_m2_s,ron,oxygen_pct,bte_pct,bsfc_g_kwh,co_vol_pct,hc_ppm,source_excel_row,quarantine_reason,composition_sum_original_pct,composition_sum_pct,blend_group
478.0,90.0,0.0,10.0,0.0,10.0,0.0,6.01,2500.0,7.5,41.72,17.8,7.78e-07,97.2,4.12565,10.360152995145967,831.4606741573034,1.4568,324.0,499,fuel_composition_not_within_99.99_to_100.01_pct,110.0,,
479.0,90.0,0.0,10.0,0.0,10.0,0.0,7.09,2900.0,7.5,41.72,15.92,7.78e-07,97.2,4.12565,11.24644902437567,764.423076923077,1.6135599999999992,272.0,500,fuel_composition_not_within_99.99_to_100.01_pct,110.0,,
480.0,90.0,0.0,10.0,0.0,10.0,0.0,8.06,3300.0,7.5,41.72,14.87,7.78e-07,97.2,4.12565,12.34119869292269,693.6936936936936,2.14456,217.0,501,fuel_composition_not_within_99.99_to_100.01_pct,110.0,,
617.0,62.8,12.5,0.0,0.0,26.4,0.0,4.259323167090469,1700.0,9.7,35.4,11.22,3.22e-06,99.2,2.76,28.75347354474039,397.6226504611958,3.177908976586973,286.6096148559412,638,fuel_composition_not_within_99.99_to_100.01_pct,101.69999999999999,,
618.0,62.8,12.5,0.0,0.0,26.4,0.0,5.004909648522032,2100.0,9.7,35.4,11.22,3.22e-06,99.2,2.76,33.88865722964879,323.8370776150103,1.785242003128355,130.4236704391959,639,fuel_composition_not_within_99.99_to_100.01_pct,101.69999999999999,,
619.0,62.8,12.5,0.0,0.0,26.4,0.0,5.66763967219248,2500.0,9.7,35.4,11.22,3.22e-06,99.2,2.76,34.81610521423951,305.5569776866748,1.053014076907291,75.09042465692984,640,fuel_composition_not_within_99.99_to_100.01_pct,101.69999999999999,,
620.0,62.8,12.5,0.0,0.0,26.4,0.0,6.253821723442199,2900.0,9.7,35.4,11.22,3.22e-06,99.2,2.76,37.66952820604111,275.2819880095251,0.7778044587188275,41.35367643187033,641,fuel_composition_not_within_99.99_to_100.01_pct,101.69999999999999,,
621.0,62.8,12.5,0.0,0.0,26.4,0.0,6.769346030495157,3300.0,9.7,35.4,11.22,3.22e-06,99.2,2.76,36.0172176916504,286.7637968318676,0.5722453401133021,26.98998980803736,642,fuel_composition_not_within_99.99_to_100.01_pct,101.69999999999999,,
717.0,62.8,12.5,26.4,0.0,0.0,0.0,4.259323167090469,1700.0,9.7,37.59999999999999,11.52,3.9e-06,100.4,2.38,29.66253871745121,383.2332726023973,3.0562379017943,267.8472108644843,738,fuel_composition_not_within_99.99_to_100.01_pct,101.69999999999999,,
718.0,62.8,12.5,26.4,0.0,0.0,0.0,5.004909648522032,2100.0,9.7,37.59999999999999,11.52,3.9e-06,100.4,2.38,34.63139338788691,312.8061504692514,1.720055495501102,126.7114377499654,739,fuel_composition_not_within_99.99_to_100.01_pct,101.69999999999999,,
719.0,62.8,12.5,26.4,0.0,0.0,0.0,5.66763967219248,2500.0,9.7,37.59999999999999,11.52,3.9e-06,100.4,2.38,35.9508402056714,292.8105478410844,1.031556542669764,70.30218118153702,740,fuel_composition_not_within_99.99_to_100.01_pct,101.69999999999999,,
720.0,62.8,12.5,26.4,0.0,0.0,0.0,6.253821723442199,2900.0,9.7,37.59999999999999,11.52,3.9e-06,100.4,2.38,38.53768724821681,268.9226057431313,0.761844288829116,38.95247576340468,741,fuel_composition_not_within_99.99_to_100.01_pct,101.69999999999999,,
721.0,62.8,12.5,26.4,0.0,0.0,0.0,6.769346030495157,3300.0,9.7,37.59999999999999,11.52,3.9e-06,100.4,2.38,37.146311167074,274.1693212865622,0.5568857766093286,25.1870296077958,742,fuel_composition_not_within_99.99_to_100.01_pct,101.69999999999999,,
817.0,62.8,12.5,0.0,26.4,0.0,0.0,4.259323167090469,1700.0,9.7,36.3,13.52,2.14e-06,95.4,14.6,29.28561492682319,394.4184747291075,3.14946606981096,300.3795372137361,838,fuel_composition_not_within_99.99_to_100.01_pct,101.69999999999999,,
818.0,62.8,12.5,0.0,26.4,0.0,0.0,5.004909648522032,2100.0,9.7,36.3,13.52,2.14e-06,95.4,14.6,34.39001781624364,324.9505717821302,1.815420843765946,139.6124130085859,839,fuel_composition_not_within_99.99_to_100.01_pct,101.69999999999999,,
819.0,62.8,12.5,0.0,26.4,0.0,0.0,5.66763967219248,2500.0,9.7,36.3,13.52,2.14e-06,95.4,14.6,35.16890067414062,304.2611892188946,1.079169787367998,78.55967449196642,840,fuel_composition_not_within_99.99_to_100.01_pct,101.69999999999999,,
820.0,62.8,12.5,0.0,26.4,0.0,0.0,6.253821723442199,2900.0,9.7,36.3,13.52,2.14e-06,95.4,14.6,37.51167529073231,279.0486561319822,0.8095545235567568,42.70542649938947,841,fuel_composition_not_within_99.99_to_100.01_pct,101.69999999999999,,
821.0,62.8,12.5,0.0,26.4,0.0,0.0,6.769346030495157,3300.0,9.7,36.3,13.52,2.14e-06,95.4,14.6,36.13132323403433,289.4770595212865,0.5713570569477454,28.58737921525171,842,fuel_composition_not_within_99.99_to_100.01_pct,101.69999999999999,,
827.0,90.0,10.0,0.0,0.0,0.0,0.0,4.259323167090469,1700.0,9.7,33.5,13.2,1.9e-06,97.0,17.0,27.36349387147628,335.0930076082109,6.909293405039519,505.1499615031134,848,exact_duplicate_model_record,100.0,100.0,90.0|10.0|0.0|0.0|0.0|0.0
828.0,90.0,10.0,0.0,0.0,0.0,0.0,5.004909648522032,2100.0,9.7,33.5,13.2,1.9e-06,97.0,17.0,32.57041420487499,274.9798683265165,4.761405116782035,294.2237963376773,849,exact_duplicate_model_record,100.0,100.0,90.0|10.0|0.0|0.0|0.0|0.0
829.0,90.0,10.0,0.0,0.0,0.0,0.0,5.66763967219248,2500.0,9.7,33.5,13.2,1.9e-06,97.0,17.0,34.7794685728995,251.5844033298095,2.507350143277217,183.093870251977,850,exact_duplicate_model_record,100.0,100.0,90.0|10.0|0.0|0.0|0.0|0.0
830.0,90.0,10.0,0.0,0.0,0.0,0.0,6.253821723442199,2900.0,9.7,33.5,13.2,1.9e-06,97.0,17.0,36.27714496694485,233.4320317305771,1.53927998597648,122.5205788625504,851,exact_duplicate_model_record,100.0,100.0,90.0|10.0|0.0|0.0|0.0|0.0
831.0,90.0,10.0,0.0,0.0,0.0,0.0,6.769346030495157,3300.0,9.7,33.5,13.2,1.9e-06,97.0,17.0,34.56897489772369,244.9682297032685,1.224560187399383,79.20260839782324,852,exact_duplicate_model_record,100.0,100.0,90.0|10.0|0.0|0.0|0.0|0.0
832.0,91.65,5.0,0.0,3.35,0.0,0.0,4.259323167090469,1700.0,9.7,33.85530303030303,13.24060606060606,1.930454545454546e-06,96.7969696969697,16.69545454545455,27.39585024076172,332.8594250081236,7.169388716624933,487.4118368754765,853,exact_duplicate_model_record,100.0,100.0,91.6|5.0|0.0|3.4|0.0|0.0
833.0,91.65,5.0,0.0,3.35,0.0,0.0,5.004909648522032,2100.0,9.7,33.85530303030303,13.24060606060606,1.930454545454546e-06,96.7969696969697,16.69545454545455,32.54365661223354,274.1600081395166,4.887361919835491,293.5765460248884,854,exact_duplicate_model_record,100.0,100.0,91.6|5.0|0.0|3.4|0.0|0.0
834.0,91.65,5.0,0.0,3.35,0.0,0.0,5.66763967219248,2500.0,9.7,33.85530303030303,13.24060606060606,1.930454545454546e-06,96.7969696969697,16.69545454545455,34.39165143064812,252.6202937272719,2.546060028534888,185.5916025492901,855,exact_duplicate_model_record,100.0,100.0,91.6|5.0|0.0|3.4|0.0|0.0
835.0,91.65,5.0,0.0,3.35,0.0,0.0,6.253821723442199,2900.0,9.7,33.85530303030303,13.24060606060606,1.930454545454546e-06,96.7969696969697,16.69545454545455,35.71663340420685,231.8307329409326,1.649274946194373,127.6220856695545,856,exact_duplicate_model_record,100.0,100.0,91.6|5.0|0.0|3.4|0.0|0.0
836.0,91.65,5.0,0.0,3.35,0.0,0.0,6.769346030495157,3300.0,9.7,33.85530303030303,13.24060606060606,1.930454545454546e-06,96.7969696969697,16.69545454545455,34.78168935937981,243.2385798274123,1.228265414090029,81.3452273173957,857,exact_duplicate_model_record,100.0,100.0,91.6|5.0|0.0|3.4|0.0|0.0
837.0,92.5,2.5,0.0,5.0,0.0,0.0,4.259323167090469,1700.0,9.7,34.03030303030303,13.26060606060606,1.945454545454545e-06,96.6969696969697,16.54545454545455,27.33819864300994,334.6112482185231,7.075807739351793,492.8792162733851,858,exact_duplicate_model_record,100.0,100.0,92.5|2.5|0.0|5.0|0.0|0.0
838.0,92.5,2.5,0.0,5.0,0.0,0.0,5.004909648522032,2100.0,9.7,34.03030303030303,13.26060606060606,1.945454545454545e-06,96.6969696969697,16.54545454545455,32.22735269622817,271.4792987243425,4.979470721852706,295.6541270182518,859,exact_duplicate_model_record,100.0,100.0,92.5|2.5|0.0|5.0|0.0|0.0
839.0,92.5,2.5,0.0,5.0,0.0,0.0,5.66763967219248,2500.0,9.7,34.03030303030303,13.26060606060606,1.945454545454545e-06,96.6969696969697,16.54545454545455,34.04228471724736,250.5413536447514,2.658654624911812,186.3941874247422,860,exact_duplicate_model_record,100.0,100.0,92.5|2.5|0.0|5.0|0.0|0.0
840.0,92.5,2.5,0.0,5.0,0.0,0.0,6.253821723442199,2900.0,9.7,34.03030303030303,13.26060606060606,1.945454545454545e-06,96.6969696969697,16.54545454545455,36.06458799456097,229.7133568230247,1.7081426901887,130.2126644814086,861,exact_duplicate_model_record,100.0,100.0,92.5|2.5|0.0|5.0|0.0|0.0
841.0,92.5,2.5,0.0,5.0,0.0,0.0,6.769346030495157,3300.0,9.7,34.03030303030303,13.26060606060606,1.945454545454545e-06,96.6969696969697,16.54545454545455,34.76421368004094,244.4622428405409,1.271336079922092,84.78457984026265,862,exact_duplicate_model_record,100.0,100.0,92.5|2.5|0.0|5.0|0.0|0.0
842.0,93.35,0.0,0.0,6.65,0.0,0.0,4.259323167090469,1700.0,9.7,34.20530303030303,13.28060606060606,1.960454545454545e-06,96.5969696969697,16.39545454545454,27.52925725311599,340.2287644022207,7.150396072969197,492.1019066571982,863,exact_duplicate_model_record,100.0,100.0,93.4|0.0|0.0|6.6|0.0|0.0
843.0,93.35,0.0,0.0,6.65,0.0,0.0,5.004909648522032,2100.0,9.7,34.20530303030303,13.28060606060606,1.960454545454545e-06,96.5969696969697,16.39545454545454,32.21692797712416,275.8752136706146,4.98382233656259,294.9606380310238,864,exact_duplicate_model_record,100.0,100.0,93.4|0.0|0.0|6.6|0.0|0.0
844.0,93.35,0.0,0.0,6.65,0.0,0.0,5.66763967219248,2500.0,9.7,34.20530303030303,13.28060606060606,1.960454545454545e-06,96.5969696969697,16.39545454545454,34.10259569571613,251.2229890165949,2.69380283706703,187.1935106374378,865,exact_duplicate_model_record,100.0,100.0,93.4|0.0|0.0|6.6|0.0|0.0
845.0,93.35,0.0,0.0,6.65,0.0,0.0,6.253821723442199,2900.0,9.7,34.20530303030303,13.28060606060606,1.960454545454545e-06,96.5969696969697,16.39545454545454,36.39097152665623,226.6073468500214,1.733473873947334,134.4459607712409,866,exact_duplicate_model_record,100.0,100.0,93.4|0.0|0.0|6.6|0.0|0.0
846.0,93.35,0.0,0.0,6.65,0.0,0.0,6.769346030495157,3300.0,9.7,34.20530303030303,13.28060606060606,1.960454545454545e-06,96.5969696969697,16.39545454545454,34.41926250837277,246.9655207699494,1.308311301160606,89.69804410084305,867,exact_duplicate_model_record,100.0,100.0,93.4|0.0|0.0|6.6|0.0|0.0
847.0,80.0,20.0,0.0,0.0,0.0,0.0,4.259323167090469,1700.0,9.7,33.5,13.2,1.9e-06,97.0,17.0,28.87148228696741,329.2370905220879,6.228677345994396,469.9146005384591,868,exact_duplicate_model_record,100.0,100.0,80.0|20.0|0.0|0.0|0.0|0.0
848.0,80.0,20.0,0.0,0.0,0.0,0.0,5.004909648522032,2100.0,9.7,33.5,13.2,1.9e-06,97.0,17.0,34.73285713333276,260.8004907883129,3.949475023861571,272.9274193030813,869,exact_duplicate_model_record,100.0,100.0,80.0|20.0|0.0|0.0|0.0|0.0
849.0,80.0,20.0,0.0,0.0,0.0,0.0,5.66763967219248,2500.0,9.7,33.5,13.2,1.9e-06,97.0,17.0,35.50734705316069,245.4496691959286,1.980724621223141,164.230697709728,870,exact_duplicate_model_record,100.0,100.0,80.0|20.0|0.0|0.0|0.0|0.0
850.0,80.0,20.0,0.0,0.0,0.0,0.0,6.253821723442199,2900.0,9.7,33.5,13.2,1.9e-06,97.0,17.0,37.00388685216698,229.5991821608447,1.306542135432162,105.876793364377,871,exact_duplicate_model_record,100.0,100.0,80.0|20.0|0.0|0.0|0.0|0.0
851.0,80.0,20.0,0.0,0.0,0.0,0.0,6.769346030495157,3300.0,9.7,33.5,13.2,1.9e-06,97.0,17.0,35.92581703218003,243.5258507927762,1.07834937096389,73.01824602260407,872,exact_duplicate_model_record,100.0,100.0,80.0|20.0|0.0|0.0|0.0|0.0
852.0,83.39833983398341,10.001000100010003,0.0,6.6006600660066015,0.0,0.0,4.259323167090469,1700.0,9.7,34.2,13.28,1.96e-06,96.6,16.4,28.91981934721444,323.2172396719168,6.115206293877633,460.5321789876332,873,exact_duplicate_model_record,99.99,100.00000000000001,83.4|10.0|0.0|6.6|0.0|0.0
853.0,83.39833983398341,10.001000100010003,0.0,6.6006600660066015,0.0,0.0,5.004909648522032,2100.0,9.7,34.2,13.28,1.96e-06,96.6,16.4,35.14454413245103,259.089953099054,4.061215046322892,265.0919570538264,874,exact_duplicate_model_record,99.99,100.00000000000001,83.4|10.0|0.0|6.6|0.0|0.0
854.0,83.39833983398341,10.001000100010003,0.0,6.6006600660066015,0.0,0.0,5.66763967219248,2500.0,9.7,34.2,13.28,1.96e-06,96.6,16.4,35.75118964775641,240.8370018613743,1.995050613361402,163.5760848893242,875,exact_duplicate_model_record,99.99,100.00000000000001,83.4|10.0|0.0|6.6|0.0|0.0
855.0,83.39833983398341,10.001000100010003,0.0,6.6006600660066015,0.0,0.0,6.253821723442199,2900.0,9.7,34.2,13.28,1.96e-06,96.6,16.4,37.43904833456287,224.2550079617509,1.292129864966413,102.0155225443172,876,exact_duplicate_model_record,99.99,100.00000000000001,83.4|10.0|0.0|6.6|0.0|0.0
856.0,83.39833983398341,10.001000100010003,0.0,6.6006600660066015,0.0,0.0,6.769346030495157,3300.0,9.7,34.2,13.28,1.96e-06,96.6,16.4,36.16290266670077,239.1639985982037,1.086731528527265,71.45472933712145,877,exact_duplicate_model_record,99.99,100.00000000000001,83.4|10.0|0.0|6.6|0.0|0.0
857.0,85.0,5.0,0.0,10.0,0.0,0.0,4.259323167090469,1700.0,9.7,34.56060606060606,13.32121212121212,1.990909090909091e-06,96.39393939393939,16.09090909090909,29.14986812089382,320.0401978777779,6.287833144472446,441.6711820015249,878,exact_duplicate_model_record,100.0,100.0,85.0|5.0|0.0|10.0|0.0|0.0
858.0,85.0,5.0,0.0,10.0,0.0,0.0,5.004909648522032,2100.0,9.7,34.56060606060606,13.32121212121212,1.990909090909091e-06,96.39393939393939,16.09090909090909,35.03428517278974,258.1531483792649,4.124608165720687,259.527949752385,879,exact_duplicate_model_record,100.0,100.0,85.0|5.0|0.0|10.0|0.0|0.0
859.0,85.0,5.0,0.0,10.0,0.0,0.0,5.66763967219248,2500.0,9.7,34.56060606060606,13.32121212121212,1.990909090909091e-06,96.39393939393939,16.09090909090909,36.10012853054614,240.7322078388182,2.056478513180305,156.4836239380469,880,exact_duplicate_model_record,100.0,100.0,85.0|5.0|0.0|10.0|0.0|0.0
860.0,85.0,5.0,0.0,10.0,0.0,0.0,6.253821723442199,2900.0,9.7,34.56060606060606,13.32121212121212,1.990909090909091e-06,96.39393939393939,16.09090909090909,37.00810369855771,220.3906779485132,1.326971451789487,104.1067846504456,881,exact_duplicate_model_record,100.0,100.0,85.0|5.0|0.0|10.0|0.0|0.0
861.0,85.0,5.0,0.0,10.0,0.0,0.0,6.769346030495157,3300.0,9.7,34.56060606060606,13.32121212121212,1.990909090909091e-06,96.39393939393939,16.09090909090909,35.8369915316599,240.6700978966582,1.087960302250596,74.53432127635384,882,exact_duplicate_model_record,100.0,100.0,85.0|5.0|0.0|10.0|0.0|0.0
862.0,86.81,0.0,0.0,13.19,0.0,0.0,4.259323167090469,1700.0,9.7,34.89893939393939,13.35987878787879,2.019909090909091e-06,96.20060606060606,15.80090909090909,29.07933164197691,327.2434388431195,6.288079892841631,437.9670234748177,883,exact_duplicate_model_record,100.0,100.0,86.8|0.0|0.0|13.2|0.0|0.0
863.0,86.81,0.0,0.0,13.19,0.0,0.0,5.004909648522032,2100.0,9.7,34.89893939393939,13.35987878787879,2.019909090909091e-06,96.20060606060606,15.80090909090909,35.04292372614913,258.6961897448468,4.149713541639764,261.865435927587,884,exact_duplicate_model_record,100.0,100.0,86.8|0.0|0.0|13.2|0.0|0.0
864.0,86.81,0.0,0.0,13.19,0.0,0.0,5.66763967219248,2500.0,9.7,34.89893939393939,13.35987878787879,2.019909090909091e-06,96.20060606060606,15.80090909090909,35.58083793103153,236.5506213741883,2.131091925713423,155.2043704535187,885,exact_duplicate_model_record,100.0,100.0,86.8|0.0|0.0|13.2|0.0|0.0
865.0,86.81,0.0,0.0,13.19,0.0,0.0,6.253821723442199,2900.0,9.7,34.89893939393939,13.35987878787879,2.019909090909091e-06,96.20060606060606,15.80090909090909,37.31994336591,225.4847322409497,1.348445949925355,104.3191354347919,886,exact_duplicate_model_record,100.0,100.0,86.8|0.0|0.0|13.2|0.0|0.0
866.0,86.81,0.0,0.0,13.19,0.0,0.0,6.769346030495157,3300.0,9.7,34.89893939393939,13.35987878787879,2.019909090909091e-06,96.20060606060606,15.80090909090909,36.81703064023546,234.9139462175063,1.106656688753287,77.30922910745596,887,exact_duplicate_model_record,100.0,100.0,86.8|0.0|0.0|13.2|0.0|0.0
867.0,70.0,30.0,0.0,0.0,0.0,0.0,4.259323167090469,1700.0,9.7,33.5,13.2,1.9e-06,97.0,17.0,30.77376679556585,347.9441977460726,5.006058111414408,438.122061386117,888,exact_duplicate_model_record,100.0,100.0,70.0|30.0|0.0|0.0|0.0|0.0
868.0,70.0,30.0,0.0,0.0,0.0,0.0,5.004909648522032,2100.0,9.7,33.5,13.2,1.9e-06,97.0,17.0,36.07144847128612,276.269888491751,3.243622097308323,234.0396171104605,889,exact_duplicate_model_record,100.0,100.0,70.0|30.0|0.0|0.0|0.0|0.0
869.0,70.0,30.0,0.0,0.0,0.0,0.0,5.66763967219248,2500.0,9.7,33.5,13.2,1.9e-06,97.0,17.0,37.48629509321562,252.5415298093042,1.522944481280817,131.6765506899991,890,exact_duplicate_model_record,100.0,100.0,70.0|30.0|0.0|0.0|0.0|0.0
870.0,70.0,30.0,0.0,0.0,0.0,0.0,6.253821723442199,2900.0,9.7,33.5,13.2,1.9e-06,97.0,17.0,39.60904526736289,236.6848929557644,1.167078364090347,85.39996245494712,891,exact_duplicate_model_record,100.0,100.0,70.0|30.0|0.0|0.0|0.0|0.0
871.0,70.0,30.0,0.0,0.0,0.0,0.0,6.769346030495157,3300.0,9.7,33.5,13.2,1.9e-06,97.0,17.0,38.202444172025,255.0765272588652,0.9004486088846674,54.66404484620927,892,exact_duplicate_model_record,100.0,100.0,70.0|30.0|0.0|0.0|0.0|0.0
872.0,75.0,15.0,0.0,10.0,0.0,0.0,4.259323167090469,1700.0,9.7,34.56060606060606,13.32121212121212,1.990909090909091e-06,96.39393939393939,16.09090909090909,30.92678206740333,341.0700407151487,4.9411170461889,411.4190619729334,893,exact_duplicate_model_record,100.0,100.0,75.0|15.0|0.0|10.0|0.0|0.0
873.0,75.0,15.0,0.0,10.0,0.0,0.0,5.004909648522032,2100.0,9.7,34.56060606060606,13.32121212121212,1.990909090909091e-06,96.39393939393939,16.09090909090909,36.82364871818822,271.4096716615222,3.307208248499099,220.0168192134258,894,exact_duplicate_model_record,100.0,100.0,75.0|15.0|0.0|10.0|0.0|0.0
874.0,75.0,15.0,0.0,10.0,0.0,0.0,5.66763967219248,2500.0,9.7,34.56060606060606,13.32121212121212,1.990909090909091e-06,96.39393939393939,16.09090909090909,37.89426296727962,248.9580716650877,1.588545466754234,129.5127899204596,895,exact_duplicate_model_record,100.0,100.0,75.0|15.0|0.0|10.0|0.0|0.0
875.0,75.0,15.0,0.0,10.0,0.0,0.0,6.253821723442199,2900.0,9.7,34.56060606060606,13.32121212121212,1.990909090909091e-06,96.39393939393939,16.09090909090909,39.62829607000369,234.4505666860602,1.162272999805902,81.64548162120548,896,exact_duplicate_model_record,100.0,100.0,75.0|15.0|0.0|10.0|0.0|0.0
876.0,75.0,15.0,0.0,10.0,0.0,0.0,6.769346030495157,3300.0,9.7,34.56060606060606,13.32121212121212,1.990909090909091e-06,96.39393939393939,16.09090909090909,39.25130248885264,243.796378564815,0.8864586754092628,52.99552962896545,897,exact_duplicate_model_record,100.0,100.0,75.0|15.0|0.0|10.0|0.0|0.0
877.0,77.7,7.5,0.0,14.8,0.0,0.0,4.259323167090469,1700.0,9.7,35.06969696969697,13.37939393939394,2.034545454545455e-06,96.10303030303031,15.65454545454545,31.38956142897932,336.1673101741209,4.98312059376843,397.3315345034604,898,exact_duplicate_model_record,100.0,100.0,77.7|7.5|0.0|14.8|0.0|0.0
878.0,77.7,7.5,0.0,14.8,0.0,0.0,5.004909648522032,2100.0,9.7,35.06969696969697,13.37939393939394,2.034545454545455e-06,96.10303030303031,15.65454545454545,36.02317242444819,273.0404414999845,3.470541318763505,216.3178362713579,899,exact_duplicate_model_record,100.0,100.0,77.7|7.5|0.0|14.8|0.0|0.0
879.0,77.7,7.5,0.0,14.8,0.0,0.0,5.66763967219248,2500.0,9.7,35.06969696969697,13.37939393939394,2.034545454545455e-06,96.10303030303031,15.65454545454545,37.74630583000517,250.031286042262,1.612777695925441,127.9932353882955,900,exact_duplicate_model_record,100.0,100.0,77.7|7.5|0.0|14.8|0.0|0.0
880.0,77.7,7.5,0.0,14.8,0.0,0.0,6.253821723442199,2900.0,9.7,35.06969696969697,13.37939393939394,2.034545454545455e-06,96.10303030303031,15.65454545454545,39.39125167301913,231.997736281051,1.150982378385674,83.25114333924076,901,exact_duplicate_model_record,100.0,100.0,77.7|7.5|0.0|14.8|0.0|0.0
881.0,77.7,7.5,0.0,14.8,0.0,0.0,6.769346030495157,3300.0,9.7,35.06969696969697,13.37939393939394,2.034545454545455e-06,96.10303030303031,15.65454545454545,39.114967625435,241.3425066478767,0.899894557691288,56.06547627738205,902,exact_duplicate_model_record,100.0,100.0,77.7|7.5|0.0|14.8|0.0|0.0
882.0,80.0,0.0,0.0,20.0,0.0,0.0,4.259323167090469,1700.0,9.7,35.62121212121212,13.44242424242424,2.081818181818182e-06,95.78787878787878,15.18181818181818,30.62080131437218,330.8412088551372,5.088159261906679,392.1101973355478,903,exact_duplicate_model_record,100.0,100.0,80.0|0.0|0.0|20.0|0.0|0.0
883.0,80.0,0.0,0.0,20.0,0.0,0.0,5.004909648522032,2100.0,9.7,35.62121212121212,13.44242424242424,2.081818181818182e-06,95.78787878787878,15.18181818181818,36.75162511056362,272.2630374030982,3.428980378882881,211.4565227756173,904,exact_duplicate_model_record,100.0,100.0,80.0|0.0|0.0|20.0|0.0|0.0
884.0,80.0,0.0,0.0,20.0,0.0,0.0,5.66763967219248,2500.0,9.7,35.62121212121212,13.44242424242424,2.081818181818182e-06,95.78787878787878,15.18181818181818,37.17563111275979,243.1919697511576,1.632764361570472,129.693554979091,905,exact_duplicate_model_record,100.0,100.0,80.0|0.0|0.0|20.0|0.0|0.0
885.0,80.0,0.0,0.0,20.0,0.0,0.0,6.253821723442199,2900.0,9.7,35.62121212121212,13.44242424242424,2.081818181818182e-06,95.78787878787878,15.18181818181818,39.88528926796682,224.4645831939268,1.15660936892963,81.47496632831051,906,exact_duplicate_model_record,100.0,100.0,80.0|0.0|0.0|20.0|0.0|0.0
886.0,80.0,0.0,0.0,20.0,0.0,0.0,6.769346030495157,3300.0,9.7,35.62121212121212,13.44242424242424,2.081818181818182e-06,95.78787878787878,15.18181818181818,38.45931675069664,243.0427557758573,0.900372938356146,55.56152871747289,907,exact_duplicate_model_record,100.0,100.0,80.0|0.0|0.0|20.0|0.0|0.0
887.0,60.0,40.0,0.0,0.0,0.0,0.0,4.259323167090469,1700.0,9.7,33.5,13.2,1.9e-06,97.0,17.0,28.79133420290874,365.3599777314948,4.019191638678936,396.1780104975289,908,exact_duplicate_model_record,100.0,100.0,60.0|40.0|0.0|0.0|0.0|0.0
888.0,60.0,40.0,0.0,0.0,0.0,0.0,5.004909648522032,2100.0,9.7,33.5,13.2,1.9e-06,97.0,17.0,34.48289428189138,294.8877104524698,2.519827647917264,204.8466335087597,909,exact_duplicate_model_record,100.0,100.0,60.0|40.0|0.0|0.0|0.0|0.0
889.0,60.0,40.0,0.0,0.0,0.0,0.0,5.66763967219248,2500.0,9.7,33.5,13.2,1.9e-06,97.0,17.0,35.21333998646826,282.4086858845085,1.353130242607094,104.5126143043917,910,exact_duplicate_model_record,100.0,100.0,60.0|40.0|0.0|0.0|0.0|0.0
890.0,60.0,40.0,0.0,0.0,0.0,0.0,6.253821723442199,2900.0,9.7,33.5,13.2,1.9e-06,97.0,17.0,36.73836064438437,275.8202488684636,0.9547685847996122,60.96042349998919,911,exact_duplicate_model_record,100.0,100.0,60.0|40.0|0.0|0.0|0.0|0.0
891.0,60.0,40.0,0.0,0.0,0.0,0.0,6.769346030495157,3300.0,9.7,33.5,13.2,1.9e-06,97.0,17.0,35.9522771098045,280.1113421603619,0.793981600933636,39.7601436713195,912,exact_duplicate_model_record,100.0,100.0,60.0|40.0|0.0|0.0|0.0|0.0
892.0,67.0,20.0,0.0,13.0,0.0,0.0,4.259323167090469,1700.0,9.7,34.87878787878788,13.35757575757576,2.018181818181818e-06,96.21212121212122,15.81818181818182,28.2586218605868,360.2522540932204,3.903975888745768,366.688682796697,913,exact_duplicate_model_record,100.0,100.0,67.0|20.0|0.0|13.0|0.0|0.0
893.0,67.0,20.0,0.0,13.0,0.0,0.0,5.004909648522032,2100.0,9.7,34.87878787878788,13.35757575757576,2.018181818181818e-06,96.21212121212122,15.81818181818182,35.64975606690774,284.9252657205603,2.556047969298636,192.4129106626733,914,exact_duplicate_model_record,100.0,100.0,67.0|20.0|0.0|13.0|0.0|0.0
894.0,67.0,20.0,0.0,13.0,0.0,0.0,5.66763967219248,2500.0,9.7,34.87878787878788,13.35757575757576,2.018181818181818e-06,96.21212121212122,15.81818181818182,36.28345162665433,277.5014163099227,1.281830019148992,102.1699570575803,915,exact_duplicate_model_record,100.0,100.0,67.0|20.0|0.0|13.0|0.0|0.0
895.0,67.0,20.0,0.0,13.0,0.0,0.0,6.253821723442199,2900.0,9.7,34.87878787878788,13.35757575757576,2.018181818181818e-06,96.21212121212122,15.81818181818182,38.00282811613761,262.2489595596302,0.9111840442586575,61.30435617173406,916,exact_duplicate_model_record,100.0,100.0,67.0|20.0|0.0|13.0|0.0|0.0
896.0,67.0,20.0,0.0,13.0,0.0,0.0,6.769346030495157,3300.0,9.7,34.87878787878788,13.35757575757576,2.018181818181818e-06,96.21212121212122,15.81818181818182,36.65738149469356,268.3777082724546,0.7676826488906163,39.52386311217471,917,exact_duplicate_model_record,100.0,100.0,67.0|20.0|0.0|13.0|0.0|0.0
897.0,70.0,10.0,0.0,20.0,0.0,0.0,4.259323167090469,1700.0,9.7,35.62121212121212,13.44242424242424,2.081818181818182e-06,95.78787878787878,15.18181818181818,29.39128577726378,360.3771457824388,3.874163682562477,350.8110793436586,918,exact_duplicate_model_record,100.0,100.0,70.0|10.0|0.0|20.0|0.0|0.0
